Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
31/03/2014;3.3;1.2;2.2;22.84;89.75;.7
01/04/2014;1.6;3.5;1.6;23.44;85.25;1.266.667
02/04/2014;2;7.5;0;23.24;86.75;1
03/04/2014;2.9;5.5;17.2;23.72;80;.966667
04/04/2014;2.9;.2;1;22.4;89.5;.766667
05/04/2014;2;6;16.6;22.6;73.75;1.966.667
06/04/2014;4.2;8.5;0;22.44;74.25;.533333
07/04/2014;3.9;8;0;22.2;74.25;1.033.333
08/04/2014;4.5;5.1;0;22.24;85.25;0
09/04/2014;2.5;6;0;23.4;81;.533333
10/04/2014;3.1;8.7;0;24.68;74;.866667
11/04/2014;5;9;0;24.68;72.5;.533333
12/04/2014;4.5;9.6;0;25.16;71.5;1.066.667
13/04/2014;4.2;.6;3.6;23.14;89.25;.433333
14/04/2014;1.6;.7;2.2;22.08;88.5;1.733.333
15/04/2014;1.5;0;3.2;19.92;89.75;1.366.667
16/04/2014;1.5;.5;26.2;21.24;90.25;.533333
17/04/2014;1.6;2.3;0;21.84;82.75;1.5
18/04/2014;3.5;7.1;0;23.88;77.75;0
19/04/2014;3;6;0;23.68;78.25;.666667
20/04/2014;2.9;4.5;0;22.72;88.5;1.333.333
21/04/2014;2.6;6.7;44;23;77.75;1.666.667
22/04/2014;3.2;5.5;0;23.32;80;1.033.333
23/04/2014;2.6;3.5;4;22.48;83.75;1.966.667
24/04/2014;2.9;3.8;.5;21.84;80.75;4.6
25/04/2014;2.9;4.2;4.7;19.86;80;1.633.333
26/04/2014;3;8.4;.2;20.24;70;2.633.333
27/04/2014;4.2;9.2;0;18.88;73;1.3
28/04/2014;3.6;3.1;6.2;18.36;82.25;1.3
29/04/2014;2.5;10.5;.5;15.92;69;.966667
30/04/2014;4.3;9.1;0;17;74.5;.533333
01/05/2014;2.7;0;0;18.34;77.25;1.366.667
02/05/2014;3;9.7;0;20.04;66;1.433.333
03/05/2014;5.3;3.6;0;19.58;75.25;1.533.333
04/05/2014;4;7.8;0;21.16;76.25;0
05/05/2014;3.9;8.5;0;20.66;77.75;.433333
06/05/2014;3.4;7.7;0;22.04;74.25;.666667
07/05/2014;3.2;2.2;0;20.88;82;.433333
08/05/2014;2.2;9.6;0;21.38;72.75;0
09/05/2014;3.8;7.5;0;19.68;79;4.2
10/05/2014;3.6;3.5;9.8;19.38;78.5;.833333
11/05/2014;3.1;.9;5.8;17.72;77.25;1.3
12/05/2014;2.9;9.6;0;17.96;68;.933333
13/05/2014;3.9;9.4;0;17.24;72.25;.666667
14/05/2014;3.5;7.7;0;18.68;63;1.7
15/05/2014;4.2;9.3;0;18.46;73.25;.533333
16/05/2014;3.2;6.6;0;18.92;77;0
17/05/2014;2.9;4.1;0;20.5;81;1.3
18/05/2014;3.2;1.5;0;19.96;87.5;0
19/05/2014;1.6;8.6;8.4;19.28;79.25;1.3
20/05/2014;2.4;7;0;20.68;79.25;0
21/05/2014;2.9;6.2;0;20.68;81;.966667
22/05/2014;2.3;8.2;0;20.48;74.75;0
23/05/2014;4.3;1.6;1.6;21.8;85.75;1.3
24/05/2014;2.7;0;1.8;19.04;90.25;1.9
25/05/2014;1.2;1.6;2;20.04;84.75;2.3
26/05/2014;2.2;1.2;1;20.4;96.25;0
27/05/2014;1.3;9.8;2.8;19.62;59.25;5.166.667
28/05/2014;5.6;1.1;0;17.64;86.75;1.233.333
29/05/2014;2.2;6.4;.4;18.22;78.5;1.5
30/05/2014;3.5;5.3;0;18.4;79.25;1.866.667
31/05/2014;3.7;7.3;0;17.72;77.25;1.3
01/06/2014;2.8;3.7;0;16.96;90.75;.533333
02/06/2014;1.1;7.4;6;19.46;81.5;1.633.333
03/06/2014;3.4;4;0;17.84;79.5;1.333.333
04/06/2014;2.5;6.3;0;17.96;81.25;.433333
05/06/2014;2.2;6.5;0;17.92;82.25;0
06/06/2014;2.1;4.7;0;19.72;79.5;.966667
07/06/2014;2.4;6.4;0;20.92;80;0
08/06/2014;2.4;8.1;0;19.36;76;1.4
09/06/2014;3.1;9.2;0;19.96;81.25;.533333
10/06/2014;3.9;1.4;.1;19;92.25;1.7
11/06/2014;1.3;7.7;1.4;20.6;77.25;.866667
12/06/2014;4.8;4.9;0;19.28;88.75;1.733.333
13/06/2014;2.6;7.7;.8;19.94;78;1.266.667
14/06/2014;3.8;8.2;0;20.72;79.75;.933333
15/06/2014;2.5;3.8;0;18.7;85.25;.833333
16/06/2014;2.9;5.7;0;19.6;84.25;.433333
17/06/2014;2.5;5.9;0;18.48;78.25;.766667
18/06/2014;3.3;5.5;0;19.2;85;.533333
19/06/2014;3;5;22.6;18.26;90.75;2.666.667
20/06/2014;3.6;3;0;17.92;81.25;1.733.333
21/06/2014;2.4;3.7;0;18.76;83.75;.666667
22/06/2014;2.9;7.5;0;19;77.25;1.966.667
23/06/2014;4.4;3.1;0;17.12;85.5;0
24/06/2014;1.7;7.2;0;16.88;75.25;0
25/06/2014;2.8;9;0;17.38;77;0
26/06/2014;3.4;7.3;0;17.44;77.25;0
27/06/2014;2.8;8.5;0;18.36;74.75;0
28/06/2014;3.6;7;0;19.28;78.75;0
29/06/2014;2.4;5.7;0;19.52;75;0
30/06/2014;2.7;6.4;0;19.72;78.5;.433333
01/07/2014;2.5;9;0;19.36;74.75;.666667
02/07/2014;3.9;6.3;0;18.68;80.5;0
03/07/2014;2.6;6;0;19.74;78.25;0
04/07/2014;2.4;9.1;0;19.76;74.25;0
05/07/2014;3.4;8.5;0;19.52;70.75;.833333
06/07/2014;5.2;9.7;0;18.86;61.5;1.1
07/07/2014;5.8;6.3;0;19.56;73;1.1
08/07/2014;5.5;3.8;0;19.32;82.25;1.6
09/07/2014;.9;3.9;1.2;18.56;86.75;.533333
10/07/2014;2.2;0;33;17.68;97;0
11/07/2014;.6;1.1;11;17.34;91.5;2.3
12/07/2014;1.4;2;0;17.76;84;1.7
13/07/2014;2.4;4.4;1.3;17.72;79.5;1.2
14/07/2014;4.1;5.9;0;17.68;75.5;1.466.667
15/07/2014;3.8;8.7;0;17.52;73.75;0
16/07/2014;3.8;8.5;0;16.88;81.25;0
17/07/2014;2.7;7.3;0;17.64;83.5;.666667
18/07/2014;3.5;6.5;0;18.8;73.25;.533333
19/07/2014;4.3;2.7;0;17.08;78;1.2
20/07/2014;3.4;3.1;0;16.3;76;1.033.333
21/07/2014;3.8;9;0;18;72.75;.666667
22/07/2014;4.4;6.9;0;17.8;75.75;0
23/07/2014;3.3;10;0;16.66;74;.5
24/07/2014;3.8;4.9;0;18.7;75;.533333
25/07/2014;3.7;0;0;17.8;87;1.7
26/07/2014;1.6;0;2.6;16.52;96;.433333
27/07/2014;.7;0;.3;17.22;92.5;1.033.333
28/07/2014;1.2;0;2.8;16.48;94;1.9
29/07/2014;1;.5;2.1;16;90.5;1.066.667
30/07/2014;1.8;4.7;0;16.36;80.5;1.633.333
31/07/2014;3.4;9;0;17.12;76.75;0
01/08/2014;null;10.1;0;17.16;72.5;.51444
02/08/2014;null;9.3;0;19.1;67.5;.51444
03/08/2014;null;9.6;0;20.44;58.25;.51444
04/08/2014;null;10.1;0;20.08;58.5;0
05/08/2014;null;.2;0;16.48;79;102.888
06/08/2014;null;10.5;2.2;15.32;65.75;137.184
07/08/2014;null;10.1;0;15.56;60;.51444
08/08/2014;null;9.2;0;16.56;67.25;137.184
09/08/2014;null;1;0;17.44;84.25;17.148
10/08/2014;null;7.8;0;20.18;62.25;102.888
11/08/2014;null;9.6;0;18.78;61.75;0
12/08/2014;null;9.2;0;20;null;.77166
13/08/2014;null;6.3;0;18.68;null;462.996
14/08/2014;null;0;9.6;14.04;null;102.888
15/08/2014;null;1.8;2;16.4;null;282.942
16/08/2014;null;2;0;18.88;null;.77166
17/08/2014;null;8.1;.2;20.48;null;102.888
18/08/2014;null;8.9;.1;20.32;null;154.332
19/08/2014;null;6.4;.5;19.6;null;180.054
20/08/2014;null;8.3;0;19.68;74;102.888
21/08/2014;null;10.3;0;20.8;64.5;0
22/08/2014;null;9.6;0;21.48;50;120.036
23/08/2014;null;10;0;21.24;51.5;102.888
24/08/2014;null;10.4;0;21.14;50;.51444
25/08/2014;null;10.2;0;19.92;53.5;0
26/08/2014;null;9.1;0;21.44;61.5;0
27/08/2014;null;2.6;0;19.16;86;291.516
28/08/2014;null;.1;3.7;16.08;63;25.722
29/08/2014;null;0;0;17.06;73.75;240.072
30/08/2014;null;1.9;0;18.48;76.5;137.184
31/08/2014;null;8.1;0;22.28;58.25;17.148
01/09/2014;5.9;2.9;2.6;21.14;76.25;.533333
02/09/2014;3.1;8.7;0;20.64;70.75;1.766.667
03/09/2014;7.1;7.6;6.2;22.08;71.25;2
04/09/2014;8.5;7.1;0;19.12;71.25;3.633.333
05/09/2014;5.7;8.6;0;17.8;64;2.4
06/09/2014;6.4;10.4;0;18.18;52.75;3.866.667
07/09/2014;5.4;10.3;0;19.76;52.25;.666667
08/09/2014;7.5;1.5;0;18.68;73.5;.433333
09/09/2014;4.1;10.3;0;21.6;50.5;1.9
10/09/2014;10.1;10.6;0;22.56;46.5;.966667
11/09/2014;7.7;10.1;0;23.64;42.25;2.033.333
12/09/2014;10.2;8;0;21.56;63.75;2.533.333
13/09/2014;7.6;9.4;0;21.7;64;2.5
14/09/2014;8.1;9.7;0;22.28;46;2.166.667
15/09/2014;10.4;10.3;0;23.6;38.75;1.233.333
16/09/2014;9.2;8.7;0;22.94;null;1.65
17/09/2014;8.4;0;0;19.76;null;2.15
18/09/2014;3.7;6.4;.8;22.94;null;1.45
19/09/2014;5.9;5.2;0;23.32;null;2.15
20/09/2014;6.3;2.7;0;22.46;null;1.45
21/09/2014;4.5;0;4.6;18.2;null;1.8
22/09/2014;1.3;9.9;11;18.8;null;3.15
23/09/2014;7.3;10.3;0;20.16;57;207.166
24/09/2014;7.4;9.5;0;22.9;46.75;1.4
25/09/2014;8.3;2.4;0;21.16;75;.433333
26/09/2014;3.9;.9;.8;21.56;80.25;2.133.333
27/09/2014;3.6;2.1;3;22.24;74;1.533.333
28/09/2014;4;0;0;22.52;77.25;1.933.333
29/09/2014;3.6;2;.2;23.32;77.25;1.633.333
30/09/2014;2.9;3.7;39.4;23.76;91.5;1.2
01/10/2014;2.1;3.8;19;23.4;71.5;1.066.667
02/10/2014;5.7;6.5;1;20.68;70;2.533.333
03/10/2014;6.3;3.1;0;17.32;71;4.433.333
04/10/2014;5.7;3.4;.2;16.28;66.25;1.4
05/10/2014;5.6;9.8;0;17.28;52.5;3.2
06/10/2014;7.8;10.9;0;18.76;57.25;2.8
07/10/2014;8.5;4.2;0;19.08;60.25;1.433.333
08/10/2014;6.2;10.9;0;21.32;44.5;1.9
09/10/2014;9.6;10.5;0;22.76;49.75;1.966.667
10/10/2014;10.5;10.9;0;24.58;45;1.533.333
11/10/2014;9.5;10.3;0;24.84;null;1.65
12/10/2014;null;9.8;0;24.94;null;1
13/10/2014;9.7;9.3;0;26.84;null;0
14/10/2014;12.3;6.6;0;25.16;null;0
15/10/2014;8;7.7;0;23.28;null;2.3
16/10/2014;8.4;6.5;0;25.64;null;1.15
17/10/2014;6.8;6.6;0;26.82;null;1
18/10/2014;9;5.9;0;24.94;null;1.25
19/10/2014;6.5;8.8;0;28.66;null;0
20/10/2014;8.5;1.7;13;23.08;null;.8
21/10/2014;8.5;0;0;19.2;null;2.4
22/10/2014;5.4;.3;0;18.64;null;2.05
23/10/2014;4.4;5.6;0;22;null;1.65
24/10/2014;5.9;9.7;0;23.4;null;1.75
25/10/2014;7.9;0;0;22.24;null;0
26/10/2014;2.6;3.6;2.8;21.8;null;0
27/10/2014;3.9;6.3;73;21.52;null;.8
28/10/2014;5.5;11.3;0;20.68;null;1.65
29/10/2014;8.8;12.2;0;23.9;null;1.4
30/10/2014;8.6;10.6;0;25.52;null;0
31/10/2014;8.5;6.2;0;24.68;null;.75
01/11/2014;null;8;.1;25.92;63;154.332
02/11/2014;null;10.1;1;26.1;64.25;17.148
03/11/2014;null;6.1;0;26.58;61.75;154.332
04/11/2014;null;9.5;0;27.48;54.5;102.888
05/11/2014;null;1.9;.8;25;67.5;308.664
06/11/2014;null;3.8;1.6;24.68;75.25;154.332
07/11/2014;null;7.1;2.6;23.84;76.25;240.072
08/11/2014;null;5.6;8.2;24.28;76.5;102.888
09/11/2014;null;.9;36.2;21.76;88.25;137.184
10/11/2014;null;8.2;1.3;22.96;60;154.332
11/11/2014;null;8.9;0;21.4;64.5;240.072
12/11/2014;null;7;0;24.12;75.5;274.368
13/11/2014;null;10.3;7.4;23.6;77.5;102.888
14/11/2014;null;2.6;50.6;21;85.75;25.722
15/11/2014;null;.3;7.8;19.12;77.5;154.332
16/11/2014;null;7.5;0;21.04;66;240.072
17/11/2014;null;6.1;0;null;63.25;291.516
18/11/2014;null;11.9;0;20.44;56.75;240.072
19/11/2014;null;12.3;0;22.4;55.75;205.776
20/11/2014;null;11.1;0;23.88;56.75;154.332
21/11/2014;null;10.1;0;25.88;48.75;205.776
22/11/2014;null;4.9;0;24.48;75.5;137.184
23/11/2014;null;.1;9.6;22.56;89.5;120.036
24/11/2014;null;.9;9.8;23.32;82.75;154.332
25/11/2014;null;5.6;0;25.14;77.5;120.036
26/11/2014;null;1;.2;24.4;84.75;120.036
27/11/2014;null;1.1;7.8;23.4;92;102.888
28/11/2014;null;0;53.6;21.8;82;102.888
29/11/2014;null;.6;.2;21.72;76;188.628
30/11/2014;null;3.2;0;23.4;75.25;291.516
01/12/2014;5.2;5.2;0;24.04;79.5;1.6
02/12/2014;4.4;12.1;29;25.2;46.75;1.8
03/12/2014;12.7;10.3;0;26.08;57.75;2.2
04/12/2014;6.5;5.9;0;24.32;81.25;1.366.667
05/12/2014;4.1;.1;66.6;20.88;86.25;3.733.333
06/12/2014;2;6.5;1.6;23.44;70.75;1.733.333
07/12/2014;5.7;12.4;0;25.16;58.75;3.2
08/12/2014;8.1;9.4;0;26.04;57.5;1.033.333
09/12/2014;6.4;9.4;0;26.72;57.75;1.7
10/12/2014;5.6;4.3;2.9;25.68;73.25;1.2
11/12/2014;4.6;6.6;0;25.08;76.75;1.1
12/12/2014;3.3;5.9;9.2;23.4;82.75;2.133.333
13/12/2014;3.4;0;13.6;22.76;90.25;1.433.333
14/12/2014;1.8;7.7;12;24.74;75.75;1.933.333
15/12/2014;4.9;10.1;7.6;22.82;61.5;2.266.667
16/12/2014;7.5;12.5;0;22.52;56;2.4
17/12/2014;8.5;12.3;0;23.56;57.75;1.2
18/12/2014;6.6;10.7;0;25.32;64.75;.666667
19/12/2014;6.2;3.1;.8;24.46;82.75;.433333
20/12/2014;3.2;3.4;4;25.68;74.75;0
21/12/2014;4.7;4.7;0;25.64;76;2.666.667
22/12/2014;3.7;1.8;5.1;26.16;87;2.2
23/12/2014;3;0;11.2;23.64;85;.533333
24/12/2014;2.5;.9;.7;23.42;83;3.366.667
25/12/2014;3.2;9.9;7.8;25.76;70;2.2
26/12/2014;5.8;8.9;0;26.68;65.5;2.033.333
27/12/2014;7.4;11.3;0;27.08;61.75;1.3
28/12/2014;8.4;11.6;0;27.7;53.75;.5
29/12/2014;6.9;6.2;0;26.48;61.75;1.966.667
30/12/2014;7.1;6.9;0;26.24;59.75;1.6
31/12/2014;6.1;4.1;0;25.72;73.5;1.766.667
01/01/2015;5.2;11.5;0;28.08;null;1.3
02/01/2015;8.3;8.4;0;27.6;null;0
03/01/2015;6.6;9;0;24.4;null;.65
04/01/2015;5.5;6.8;37.6;24.16;null;0
05/01/2015;2.9;0;20.2;23.04;null;.65
06/01/2015;2.3;0;42.4;23.06;null;2.2
07/01/2015;2.5;null;15.8;24.44;null;0
08/01/2015;4.7;null;0;26.66;null;0
09/01/2015;7.5;null;0;27.64;null;.8
10/01/2015;8.6;null;0;28.2;null;2.3
11/01/2015;9.6;null;0;28.48;null;1
12/01/2015;8.9;null;0;27.64;null;6.8
13/01/2015;8.4;null;.2;27.74;null;1.8
14/01/2015;9.9;null;0;27.48;null;.65
15/01/2015;6.1;null;0;28.04;null;1.5
16/01/2015;10.5;null;0;27.24;null;1
17/01/2015;8.5;null;0;28.38;null;1.8
18/01/2015;10.4;null;0;28.72;null;1
19/01/2015;9.6;null;0;29;null;1
20/01/2015;10.7;null;0;28.76;null;1.3
21/01/2015;8.8;null;0;25.84;null;1.5
22/01/2015;5.1;null;5.4;22.64;null;1.8
23/01/2015;3;null;13.6;22.8;null;2.15
24/01/2015;2.6;null;.7;22.44;null;2.3
25/01/2015;2.7;null;3.5;23.56;81;0
26/01/2015;5.2;null;18.4;23.76;null;.8
27/01/2015;3.2;null;.6;24.88;null;.8
28/01/2015;3.9;null;0;25.8;null;2.1
29/01/2015;5.4;null;.6;27.08;null;1
30/01/2015;5.9;null;0;25.72;null;.65
31/01/2015;4.9;null;26.2;24.94;null;1.65
01/02/2015;3.2;null;1.5;24.84;90;.666667
02/02/2015;3;null;13.6;21.84;96.5;1.1
03/02/2015;1.2;null;34.6;22.76;80.5;0
04/02/2015;1.7;null;5.6;21.48;86.25;1.133.333
05/02/2015;4;null;23.6;21.6;88.25;0
06/02/2015;1.9;null;3.4;21.32;88.75;1.766.667
07/02/2015;2.4;null;17.8;23.64;74.75;2.033.333
08/02/2015;4.1;null;.2;23.72;81.75;3.1
09/02/2015;4;null;.6;23.52;85;.866667
10/02/2015;3.1;null;.2;24.84;83.75;1.066.667
11/02/2015;3.1;null;.3;26;73;1.533.333
12/02/2015;4.7;null;0;26.88;null;1.3
13/02/2015;3.9;null;35.2;26.64;null;0
14/02/2015;4.2;null;1.4;24.76;null;2
15/02/2015;3.6;null;0;24.28;null;0
16/02/2015;3;null;2.5;23.44;null;1.8
17/02/2015;1.9;null;.4;23.28;null;.65
18/02/2015;1.8;null;22.4;22.48;null;2.3
19/02/2015;1;null;12.2;25.72;62.25;1.7
20/02/2015;5.9;null;0;26.88;61.5;1.533.333
21/02/2015;5.6;null;0;26.6;60.25;1.3
22/02/2015;8.9;null;0;26.08;60.5;2.433.333
23/02/2015;8.1;null;0;27.02;61.25;1.633.333
24/02/2015;8;null;0;25.96;65.5;1.2
25/02/2015;5.5;null;0;23.44;81;1.2
26/02/2015;3.5;null;1.6;24.08;76;1.966.667
27/02/2015;5.2;null;4;23.84;79.5;.933333
28/02/2015;4.5;null;7.4;23.96;81.75;3.4
01/03/2015;3.6;null;6.4;22.88;69.5;3.333.333
02/03/2015;6.2;null;0;23.72;67.5;1.966.667
03/03/2015;6;null;0;24.12;72;2.6
04/03/2015;5.7;null;0;25.24;68.75;1.933.333
05/03/2015;5.8;null;0;25.48;60.5;0
06/03/2015;5.7;null;0;25.3;64.5;2.3
07/03/2015;5.5;null;2.8;22.96;88;.766667
08/03/2015;1.5;null;7.2;24.04;84.5;1.4
09/03/2015;2.5;null;15;23.36;92.25;0
10/03/2015;1.1;null;11.2;23.16;92.75;0
11/03/2015;.9;null;7.6;23.88;87;.533333
12/03/2015;1.7;null;.2;23.12;90;0
13/03/2015;1.5;null;.2;24.7;76;1.1
14/03/2015;3.8;null;0;23.76;82.25;.666667
15/03/2015;3;null;.5;23.18;86.5;.5
16/03/2015;3.1;null;10.6;22.36;84.25;.966667
17/03/2015;3.4;null;16.4;21.64;91.25;.533333
18/03/2015;2.1;null;1.8;22.44;87;.533333
19/03/2015;1.7;null;20.5;23.38;81.25;1.066.667
20/03/2015;2.3;null;9.4;22.6;87.5;1.633.333
21/03/2015;2.1;null;4.8;22.2;87;0
22/03/2015;1.1;null;.9;22.76;84.5;1.066.667
23/03/2015;2.2;null;21.8;21.24;92.75;0
24/03/2015;1.4;null;4;22.28;76.5;1.533.333
25/03/2015;4.1;null;0;23.68;72;2.266.667
26/03/2015;5.2;null;0;23.28;75.75;0
27/03/2015;3.4;null;0;24.12;75.5;.7
28/03/2015;4.1;null;0;23.56;85.75;1.5
29/03/2015;2.2;null;6.1;23.52;89.5;0
30/03/2015;1.6;null;21.8;24.72;85;0
31/03/2015;2.1;null;0;24.48;86.25;1.033.333
01/04/2015;3;null;8;24.2;72.5;2.5
02/04/2015;4.8;null;0;22.52;73.75;1.633.333
03/04/2015;5.1;null;0;21.68;74.5;2.166.667
04/04/2015;5.7;null;0;22.84;74.5;.533333
05/04/2015;4.1;null;0;22.84;85.5;0
06/04/2015;2.2;null;5.8;24.62;66;1.366.667
07/04/2015;5.8;null;1.8;19.84;84.75;2.3
08/04/2015;2.7;null;7.2;20.4;73;1.133.333
09/04/2015;3.6;null;0;21.72;70;2.066.667
10/04/2015;5.4;null;0;22.32;73.75;1.166.667
11/04/2015;4.8;null;0;23.12;68.75;.966667
12/04/2015;4.3;null;0;22.12;78;2.066.667
13/04/2015;4.3;null;0;22.68;73.25;1.433.333
14/04/2015;3.9;null;1.8;23.18;75.25;1.366.667
15/04/2015;3.4;null;0;23.4;78.5;.866667
16/04/2015;2.9;null;.6;23.58;82.5;1.033.333
17/04/2015;2.8;null;12.6;23.1;76;1.866.667
18/04/2015;4.1;null;0;23.76;76.75;.533333
19/04/2015;3.2;null;0;25.24;74.5;1.2
20/04/2015;3.8;null;.2;25.16;81;.766667
21/04/2015;2.7;null;0;24.56;83;1.533.333
22/04/2015;4.3;null;17.6;22.04;93;0
23/04/2015;1.3;null;32.2;21.84;91.5;1.833.333
24/04/2015;1.3;null;.2;22.72;85.75;0
25/04/2015;3;null;9.2;21.68;70.25;4.533.333
26/04/2015;5.4;null;0;20;77.25;2.866.667
27/04/2015;4.1;null;0;21.36;78.75;1.733.333
28/04/2015;3.9;null;0;22.36;79.25;.433333
29/04/2015;3;null;6.8;21.16;80.25;2.566.667
30/04/2015;3.5;null;0;19.4;92.5;1.266.667
01/05/2015;2.6;null;7.4;19.24;80.5;1.2
02/05/2015;3.4;null;0;22.06;77.75;.5
03/05/2015;3;null;0;22.6;76.5;1.033.333
04/05/2015;4.2;null;0;22.5;81.25;1.066.667
05/05/2015;2.7;null;9.6;19.88;95.25;1.533.333
06/05/2015;.9;null;4;18.24;93.75;.666667
07/05/2015;1.1;null;.5;19.4;76.75;1.766.667
08/05/2015;3.1;null;3.4;17.36;88;.666667
09/05/2015;1.9;null;3.2;18.92;80.25;.533333
10/05/2015;2.6;null;0;20.58;78.5;0
11/05/2015;2.4;null;8.6;20.92;83.75;1.033.333
12/05/2015;1.8;null;.7;19.46;74.75;3.233.333
13/05/2015;3.9;null;0;19.04;79.5;2.466.667
14/05/2015;2.8;null;0;18.86;78.25;1.066.667
15/05/2015;2.6;null;0;19.04;69.25;2.533.333
16/05/2015;4.1;null;0;19.34;76.5;1.7
17/05/2015;4.6;null;1.4;19.98;75.25;1.1
18/05/2015;2.6;null;0;20.4;83.75;1.033.333
19/05/2015;2.6;null;4;19.64;83.75;0
20/05/2015;1.4;null;1.3;20;77;.666667
21/05/2015;3.9;null;0;20.72;74.5;1.733.333
22/05/2015;4.1;null;0;20.08;72.5;1
23/05/2015;4;null;0;18.04;84.25;0
24/05/2015;1.8;null;0;19.42;81.5;0
25/05/2015;2.3;null;0;19.92;80;.533333
26/05/2015;3.3;null;0;21.36;75;1
27/05/2015;3.9;null;0;20.96;79.5;1.2
28/05/2015;3;null;0;20.82;68.5;0
29/05/2015;4.2;null;.2;19.82;76.25;1.433.333
30/05/2015;3.8;null;0;18.24;79.75;.433333
31/05/2015;2.8;null;1.2;16.48;96;.5
01/06/2015;.6;null;3.2;18.56;93.5;1.933.333
02/06/2015;1.2;null;2.6;18.08;86;.766667
03/06/2015;2;null;0;18.82;83.25;1.5
04/06/2015;1.9;null;0;18.92;82.5;.5
05/06/2015;2.5;null;0;18.84;83.75;.533333
06/06/2015;2.1;null;0;19.6;77.75;.433333
07/06/2015;2.9;null;0;19.72;71.75;0
08/06/2015;3.5;null;0;18.84;77.25;.666667
09/06/2015;3.2;null;0;18.24;75.75;0
10/06/2015;3.3;null;0;18.54;66.5;.6
11/06/2015;4;null;0;18.68;70;0
12/06/2015;4.1;null;0;19.84;76.25;1.3
13/06/2015;3.4;null;0;20.44;76.25;.533333
14/06/2015;3.2;null;0;19.88;68.25;.933333
15/06/2015;5;null;0;19.06;87;1.633.333
16/06/2015;3.2;null;4.4;17.48;92;2.3
17/06/2015;1.8;null;0;19.48;89;.5
18/06/2015;1.3;null;0;20.72;73;.433333
19/06/2015;3.2;null;.4;18.08;86.5;2.3
20/06/2015;3.1;null;1.2;16.68;84.5;1.466.667
21/06/2015;1.9;null;0;17.72;86;0
22/06/2015;1.9;null;0;18.72;79.5;0
23/06/2015;2.2;null;0;19.24;71.25;0
24/06/2015;3.9;null;.8;17.16;94.75;2.166.667
25/06/2015;1.1;null;5.4;16.26;90.75;2.033.333
26/06/2015;2.2;null;0;16.26;76.75;2.6
27/06/2015;3.7;null;0;15.72;78.25;1.933.333
28/06/2015;4.4;null;0;16.76;73.5;1.966.667
29/06/2015;4.6;null;0;17.4;73.75;1.2
30/06/2015;4.2;null;0;18.64;72.75;1.2
01/07/2015;3.5;null;0;17.72;87.25;.533333
02/07/2015;2.3;null;0;19.2;85.5;1.066.667
03/07/2015;2.4;null;0;18.12;91.75;0
04/07/2015;.9;null;0;19.36;82.75;.866667
05/07/2015;3.2;null;10.4;14.4;91;0
06/07/2015;1.2;null;0;16.36;85.5;0
07/07/2015;1.9;null;0;17.7;91.5;0
08/07/2015;1.2;null;0;18.08;89;1.7
09/07/2015;1.6;null;0;18.62;79.75;0
10/07/2015;3.1;null;0;18.72;76.25;1
11/07/2015;3.3;null;0;19.72;75.5;.833333
12/07/2015;4;null;0;19.92;78;.766667
13/07/2015;3.2;null;0;20.24;65.75;.833333
14/07/2015;4.6;null;0;19.6;65.25;.433333
15/07/2015;4;null;0;19.28;80;.666667
16/07/2015;3.1;null;0;19.72;70.75;.666667
17/07/2015;4.1;null;0;19.58;72.5;.966667
18/07/2015;3.5;null;0;19.4;70.25;1.1
19/07/2015;4.5;null;0;18.32;71.5;.533333
20/07/2015;5.2;8.1;0;18.44;73;.533333
21/07/2015;3.1;6.2;0;20.4;75.25;.866667
22/07/2015;4.3;0;3.5;16.64;90.5;2.066.667
23/07/2015;1.6;0;0;17.18;92.75;.533333
24/07/2015;1.1;7.2;0;19;73.75;1.066.667
25/07/2015;3.2;1.2;.8;17.44;93.75;0
26/07/2015;1.4;7.1;1;19.22;83.25;1.6
27/07/2015;3.1;3.4;0;20.76;76.25;.6
28/07/2015;3.4;8.3;.2;21.16;73.5;1.866.667
29/07/2015;4.6;8.1;0;21.44;74.75;1.433.333
30/07/2015;4.8;5.9;0;21.96;73.5;2.1
31/07/2015;4.2;8.4;0;20.52;67.75;.533333
01/08/2015;5.4;9.4;0;19.76;63;0
02/08/2015;5.4;10;0;19.12;68.5;.666667
03/08/2015;5.1;10.1;0;18.64;67;.533333
04/08/2015;5.5;10;0;20.4;55.75;.533333
05/08/2015;7;9.8;0;18.88;55.5;.966667
06/08/2015;6.3;10.1;0;19.24;62.5;0
07/08/2015;5.8;9.9;0;20.48;54.75;.433333
08/08/2015;5.4;9.7;0;21.22;59.75;.533333
09/08/2015;5.8;9.8;0;20.84;60.5;1.533.333
10/08/2015;7.5;9.1;0;20.16;62.25;1.2
11/08/2015;5.7;10.2;0;18.28;67.25;1.066.667
12/08/2015;5.4;10.2;0;18.4;67.5;1
13/08/2015;5.8;10.3;0;18.92;63.25;.966667
14/08/2015;5.5;10.2;0;19.96;61;.766667
15/08/2015;5.8;10.4;0;20.8;55.5;.866667
16/08/2015;5.6;9.4;0;21.36;52.75;0
